path,participant_id,sequence_id,sign
train_landmark_files/34503/2993715581.parquet,34503,2993715581,up
train_landmark_files/22343/2993798918.parquet,22343,2993798918,say
train_landmark_files/4718/2994055725.parquet,4718,2994055725,will
train_landmark_files/36257/299422044.parquet,36257,299422044,not
train_landmark_files/32319/299488504.parquet,32319,299488504,up
train_landmark_files/55372/299763371.parquet,55372,299763371,say
train_landmark_files/37055/2999128032.parquet,37055,2999128032,for
train_landmark_files/30680/3001179472.parquet,30680,3001179472,all
train_landmark_files/29302/3002467924.parquet,29302,3002467924,there
train_landmark_files/28656/3003410533.parquet,28656,3003410533,for
train_landmark_files/37779/3005040097.parquet,37779,3005040097,who
train_landmark_files/34503/3005183080.parquet,34503,3005183080,that
train_landmark_files/28656/3005603285.parquet,28656,3005603285,all
train_landmark_files/4718/3006969483.parquet,4718,3006969483,say
train_landmark_files/26734/3007639152.parquet,26734,3007639152,will
train_landmark_files/37779/3009938467.parquet,37779,3009938467,that
train_landmark_files/18796/3010184260.parquet,18796,3010184260,up
train_landmark_files/36257/3011781009.parquet,36257,3011781009,go
train_landmark_files/29302/301189134.parquet,29302,301189134,if
train_landmark_files/53618/3012659876.parquet,53618,3012659876,if
train_landmark_files/53618/3013167747.parquet,53618,3013167747,will
train_landmark_files/37779/3013792652.parquet,37779,3013792652,go
train_landmark_files/4718/3014564021.parquet,4718,3014564021,on
train_landmark_files/30680/3015596842.parquet,30680,3015596842,that
train_landmark_files/34503/301664367.parquet,34503,301664367,who
train_landmark_files/28656/3017614335.parquet,28656,3017614335,up
train_landmark_files/22343/3019645179.parquet,22343,3019645179,have
train_landmark_files/16069/3019926829.parquet,16069,3019926829,for
train_landmark_files/25571/3020097943.parquet,25571,3020097943,all
train_landmark_files/32319/3020117108.parquet,32319,3020117108,on
train_landmark_files/27610/3020153984.parquet,27610,3020153984,for
train_landmark_files/61333/3020250498.parquet,61333,3020250498,if
train_landmark_files/36257/3021529376.parquet,36257,3021529376,will
train_landmark_files/36257/3022515156.parquet,36257,3022515156,have
train_landmark_files/26734/3022930362.parquet,26734,3022930362,will
train_landmark_files/25571/3025967048.parquet,25571,3025967048,not
train_landmark_files/37055/3026019204.parquet,37055,3026019204,on
train_landmark_files/32319/3026118388.parquet,32319,3026118388,if
train_landmark_files/22343/3026316186.parquet,22343,3026316186,say
train_landmark_files/25571/3026558145.parquet,25571,3026558145,go
train_landmark_files/28656/3026752936.parquet,28656,3026752936,all
train_landmark_files/16069/3027577841.parquet,16069,3027577841,up
train_landmark_files/49445/3030138457.parquet,49445,3030138457,say
train_landmark_files/16069/3033370071.parquet,16069,3033370071,have
train_landmark_files/37779/3036011310.parquet,37779,3036011310,who
train_landmark_files/55372/303682554.parquet,55372,303682554,up
train_landmark_files/26734/3039073213.parquet,26734,3039073213,not
train_landmark_files/37055/3039365434.parquet,37055,3039365434,not
train_landmark_files/4718/303955876.parquet,4718,303955876,go
train_landmark_files/62590/30406186.parquet,62590,30406186,if
train_landmark_files/49445/3041040258.parquet,49445,3041040258,will
train_landmark_files/16069/3041948354.parquet,16069,3041948354,not
train_landmark_files/29302/3046062340.parquet,29302,3046062340,who
train_landmark_files/36257/3046263423.parquet,36257,3046263423,go
train_landmark_files/28656/3046436037.parquet,28656,3046436037,up
train_landmark_files/26734/3048013782.parquet,26734,3048013782,for
train_landmark_files/49445/3048040479.parquet,49445,3048040479,will
train_landmark_files/32319/3049103021.parquet,32319,3049103021,go
train_landmark_files/61333/3050285357.parquet,61333,3050285357,all
train_landmark_files/61333/3050872335.parquet,61333,3050872335,if
train_landmark_files/4718/3051096563.parquet,4718,3051096563,that
train_landmark_files/28656/3052360386.parquet,28656,3052360386,for
train_landmark_files/29302/3053634996.parquet,29302,3053634996,not
train_landmark_files/27610/3054917624.parquet,27610,3054917624,on
train_landmark_files/27610/3056254906.parquet,27610,3056254906,on
train_landmark_files/32319/3056480893.parquet,32319,3056480893,who
train_landmark_files/28656/3056908263.parquet,28656,3056908263,that
train_landmark_files/30680/3057476236.parquet,30680,3057476236,there
train_landmark_files/22343/3057588585.parquet,22343,3057588585,for
train_landmark_files/37055/3058845939.parquet,37055,3058845939,say
train_landmark_files/55372/305910597.parquet,55372,305910597,not
train_landmark_files/62590/3061333994.parquet,62590,3061333994,will
train_landmark_files/37779/3061353968.parquet,37779,3061353968,if
train_landmark_files/36257/3061896736.parquet,36257,3061896736,there
train_landmark_files/55372/306335834.parquet,55372,306335834,there
train_landmark_files/26734/306519356.parquet,26734,306519356,on
train_landmark_files/32319/3065365630.parquet,32319,3065365630,all
train_landmark_files/25571/3065898084.parquet,25571,3065898084,that
train_landmark_files/25571/3065912119.parquet,25571,3065912119,all
train_landmark_files/4718/3067165930.parquet,4718,3067165930,for
train_landmark_files/27610/3067555023.parquet,27610,3067555023,who
train_landmark_files/49445/30678427.parquet,49445,30678427,not
train_landmark_files/53618/3068352602.parquet,53618,3068352602,that
train_landmark_files/25571/3068565577.parquet,25571,3068565577,go
train_landmark_files/37779/3070360623.parquet,37779,3070360623,on
train_landmark_files/26734/3071194277.parquet,26734,3071194277,for
train_landmark_files/36257/3071519138.parquet,36257,3071519138,there
train_landmark_files/61333/307246656.parquet,61333,307246656,have
train_landmark_files/53618/3073995167.parquet,53618,3073995167,that
train_landmark_files/2044/3078635581.parquet,2044,3078635581,all
train_landmark_files/36257/3078977968.parquet,36257,3078977968,not
train_landmark_files/53618/3079076031.parquet,53618,3079076031,up
train_landmark_files/55372/3079573078.parquet,55372,3079573078,for
train_landmark_files/37779/3079714885.parquet,37779,3079714885,that
train_landmark_files/2044/3080370004.parquet,2044,3080370004,not
train_landmark_files/49445/3081049259.parquet,49445,3081049259,say
train_landmark_files/26734/3081109690.parquet,26734,3081109690,on
train_landmark_files/61333/3083364025.parquet,61333,3083364025,up
train_landmark_files/30680/3084119116.parquet,30680,3084119116,say
train_landmark_files/62590/3084748052.parquet,62590,3084748052,there
train_landmark_files/32319/3085796213.parquet,32319,3085796213,there
train_landmark_files/28656/3085796508.parquet,28656,3085796508,have
train_landmark_files/53618/3085936348.parquet,53618,3085936348,on
train_landmark_files/28656/3086916647.parquet,28656,3086916647,say
train_landmark_files/36257/3086956196.parquet,36257,3086956196,not
train_landmark_files/27610/3087026701.parquet,27610,3087026701,on
train_landmark_files/18796/3087662975.parquet,18796,3087662975,that
train_landmark_files/37779/308842742.parquet,37779,308842742,who
train_landmark_files/32319/308918002.parquet,32319,308918002,for
train_landmark_files/61333/308923599.parquet,61333,308923599,not
train_landmark_files/61333/308954569.parquet,61333,308954569,that
train_landmark_files/37779/3089592515.parquet,37779,3089592515,there
train_landmark_files/55372/3089725707.parquet,55372,3089725707,will
train_landmark_files/28656/3090357560.parquet,28656,3090357560,there
train_landmark_files/2044/3090727668.parquet,2044,3090727668,on
train_landmark_files/34503/3091717651.parquet,34503,3091717651,say
train_landmark_files/36257/3092134922.parquet,36257,3092134922,will
train_landmark_files/34503/309308897.parquet,34503,309308897,there
train_landmark_files/27610/3093739037.parquet,27610,3093739037,say
train_landmark_files/49445/3095151942.parquet,49445,3095151942,will
train_landmark_files/49445/3096001196.parquet,49445,3096001196,for
train_landmark_files/29302/3097397389.parquet,29302,3097397389,all
train_landmark_files/2044/3097456630.parquet,2044,3097456630,will
train_landmark_files/28656/3098107562.parquet,28656,3098107562,on
train_landmark_files/37055/3098273680.parquet,37055,3098273680,there
train_landmark_files/28656/3099294182.parquet,28656,3099294182,will
train_landmark_files/2044/3100008384.parquet,2044,3100008384,all
train_landmark_files/34503/3100396288.parquet,34503,3100396288,who
train_landmark_files/26734/3100504203.parquet,26734,3100504203,for
train_landmark_files/37055/3102640606.parquet,37055,3102640606,for
train_landmark_files/49445/3103507186.parquet,49445,3103507186,for
train_landmark_files/30680/3104743108.parquet,30680,3104743108,will
train_landmark_files/2044/3104799139.parquet,2044,3104799139,have
train_landmark_files/37779/3105050530.parquet,37779,3105050530,on
train_landmark_files/36257/3105876122.parquet,36257,3105876122,on
train_landmark_files/22343/3106784827.parquet,22343,3106784827,who
train_landmark_files/55372/3110342264.parquet,55372,3110342264,go
train_landmark_files/16069/3110565114.parquet,16069,3110565114,say
train_landmark_files/2044/3111456092.parquet,2044,3111456092,go
train_landmark_files/37055/3114293823.parquet,37055,3114293823,say
train_landmark_files/2044/3114979889.parquet,2044,3114979889,all
train_landmark_files/22343/3115534978.parquet,22343,3115534978,say
train_landmark_files/29302/3115695527.parquet,29302,3115695527,will
train_landmark_files/53618/3116070453.parquet,53618,3116070453,up
train_landmark_files/37779/3117491663.parquet,37779,3117491663,on
train_landmark_files/61333/3117553866.parquet,61333,3117553866,on
train_landmark_files/28656/3118530804.parquet,28656,3118530804,there
train_landmark_files/16069/3118649000.parquet,16069,3118649000,go
train_landmark_files/61333/311969373.parquet,61333,311969373,that
train_landmark_files/32319/3120354300.parquet,32319,3120354300,on
train_landmark_files/53618/3121703361.parquet,53618,3121703361,will
train_landmark_files/62590/3122596245.parquet,62590,3122596245,up
train_landmark_files/36257/3123394509.parquet,36257,3123394509,not
train_landmark_files/18796/3123617555.parquet,18796,3123617555,go
train_landmark_files/55372/3126383771.parquet,55372,3126383771,will
train_landmark_files/16069/3126698463.parquet,16069,3126698463,there
train_landmark_files/61333/3129225478.parquet,61333,3129225478,will
train_landmark_files/25571/3130014572.parquet,25571,3130014572,say
train_landmark_files/16069/3130396804.parquet,16069,3130396804,there
train_landmark_files/55372/3130573420.parquet,55372,3130573420,have
train_landmark_files/30680/31309993.parquet,30680,31309993,not
train_landmark_files/22343/3131293145.parquet,22343,3131293145,there
train_landmark_files/2044/3131484075.parquet,2044,3131484075,on
train_landmark_files/25571/3132928252.parquet,25571,3132928252,who
train_landmark_files/62590/3134456010.parquet,62590,3134456010,who
train_landmark_files/16069/3134648916.parquet,16069,3134648916,go
train_landmark_files/36257/3136527387.parquet,36257,3136527387,there
train_landmark_files/32319/3137093356.parquet,32319,3137093356,who
train_landmark_files/61333/3137875898.parquet,61333,3137875898,for
train_landmark_files/34503/3138283603.parquet,34503,3138283603,if
train_landmark_files/62590/3139867917.parquet,62590,3139867917,have
train_landmark_files/2044/3140083167.parquet,2044,3140083167,have
train_landmark_files/22343/3140327146.parquet,22343,3140327146,not
train_landmark_files/55372/3140530399.parquet,55372,3140530399,there
train_landmark_files/2044/3143502235.parquet,2044,3143502235,if
train_landmark_files/26734/3145400911.parquet,26734,3145400911,that
train_landmark_files/28656/3145546105.parquet,28656,3145546105,go
train_landmark_files/37055/3146109949.parquet,37055,3146109949,if
train_landmark_files/53618/3146423150.parquet,53618,3146423150,there
train_landmark_files/26734/3146788054.parquet,26734,3146788054,for
train_landmark_files/62590/3146995715.parquet,62590,3146995715,will
train_landmark_files/25571/3149262275.parquet,25571,3149262275,not
train_landmark_files/25571/3149612689.parquet,25571,3149612689,for
train_landmark_files/37779/3149744021.parquet,37779,3149744021,go
train_landmark_files/30680/3149968840.parquet,30680,3149968840,if
train_landmark_files/55372/31523895.parquet,55372,31523895,there
train_landmark_files/29302/3152420356.parquet,29302,3152420356,all
train_landmark_files/49445/3153026256.parquet,49445,3153026256,if
train_landmark_files/30680/3153200142.parquet,30680,3153200142,that
train_landmark_files/36257/3156552461.parquet,36257,3156552461,all
train_landmark_files/29302/3157065562.parquet,29302,3157065562,on
train_landmark_files/37055/3157691809.parquet,37055,3157691809,will
train_landmark_files/32319/3157836804.parquet,32319,3157836804,go
train_landmark_files/28656/3158380160.parquet,28656,3158380160,up
train_landmark_files/22343/315844512.parquet,22343,315844512,there
train_landmark_files/16069/3159895038.parquet,16069,3159895038,go
train_landmark_files/28656/3160160083.parquet,28656,3160160083,not
train_landmark_files/29302/3160262932.parquet,29302,3160262932,on
train_landmark_files/53618/3160497360.parquet,53618,3160497360,on
train_landmark_files/27610/3160943386.parquet,27610,3160943386,who
train_landmark_files/26734/3161958285.parquet,26734,3161958285,who
train_landmark_files/29302/3162021472.parquet,29302,3162021472,say
train_landmark_files/16069/3163004349.parquet,16069,3163004349,on
train_landmark_files/37779/316407738.parquet,37779,316407738,who
train_landmark_files/22343/3164291209.parquet,22343,3164291209,that
train_landmark_files/34503/3165069731.parquet,34503,3165069731,not
train_landmark_files/18796/3165582381.parquet,18796,3165582381,will
train_landmark_files/30680/3165937751.parquet,30680,3165937751,say
train_landmark_files/53618/3166665877.parquet,53618,3166665877,for
train_landmark_files/2044/3169289.parquet,2044,3169289,on
train_landmark_files/37779/3170868966.parquet,37779,3170868966,for
train_landmark_files/28656/3171133897.parquet,28656,3171133897,say
train_landmark_files/25571/3172852547.parquet,25571,3172852547,on
train_landmark_files/26734/3174101908.parquet,26734,3174101908,have
train_landmark_files/29302/317492541.parquet,29302,317492541,on
train_landmark_files/2044/3175238396.parquet,2044,3175238396,there
train_landmark_files/2044/3176558543.parquet,2044,3176558543,go
train_landmark_files/53618/3176695322.parquet,53618,3176695322,that
train_landmark_files/36257/3178173011.parquet,36257,3178173011,there
train_landmark_files/62590/3178308554.parquet,62590,3178308554,if
train_landmark_files/22343/3179168888.parquet,22343,3179168888,go
train_landmark_files/30680/3179456536.parquet,30680,3179456536,will
train_landmark_files/62590/3180175031.parquet,62590,3180175031,on
train_landmark_files/18796/3180469605.parquet,18796,3180469605,if
train_landmark_files/22343/3182581306.parquet,22343,3182581306,have
train_landmark_files/28656/3184478048.parquet,28656,3184478048,for
train_landmark_files/32319/3191006970.parquet,32319,3191006970,for
train_landmark_files/26734/3191387630.parquet,26734,3191387630,say
train_landmark_files/18796/3191646617.parquet,18796,3191646617,that
train_landmark_files/30680/3191931955.parquet,30680,3191931955,if
train_landmark_files/53618/3193653967.parquet,53618,3193653967,say
train_landmark_files/37779/3196477081.parquet,37779,3196477081,not
train_landmark_files/29302/3196506609.parquet,29302,3196506609,go
train_landmark_files/62590/3198032258.parquet,62590,3198032258,if
train_landmark_files/16069/3199327580.parquet,16069,3199327580,on
train_landmark_files/26734/3199915584.parquet,26734,3199915584,all
train_landmark_files/18796/3200370328.parquet,18796,3200370328,on
train_landmark_files/32319/3201081173.parquet,32319,3201081173,on
train_landmark_files/34503/3202837440.parquet,34503,3202837440,not
train_landmark_files/36257/3204363566.parquet,36257,3204363566,say
train_landmark_files/53618/3205361483.parquet,53618,3205361483,there
train_landmark_files/30680/3205914061.parquet,30680,3205914061,who
train_landmark_files/26734/3205987937.parquet,26734,3205987937,for
train_landmark_files/32319/32080159.parquet,32319,32080159,go
train_landmark_files/37055/320854834.parquet,37055,320854834,who
train_landmark_files/4718/3208810411.parquet,4718,3208810411,on
train_landmark_files/36257/3209998147.parquet,36257,3209998147,that
train_landmark_files/55372/3210908840.parquet,55372,3210908840,up
train_landmark_files/29302/3211689080.parquet,29302,3211689080,say
train_landmark_files/37779/3212938195.parquet,37779,3212938195,that
train_landmark_files/2044/3213743832.parquet,2044,3213743832,not
train_landmark_files/28656/3214417213.parquet,28656,3214417213,for
train_landmark_files/55372/3215718495.parquet,55372,3215718495,if
train_landmark_files/28656/3216013061.parquet,28656,3216013061,if
train_landmark_files/32319/3216226677.parquet,32319,3216226677,up
train_landmark_files/2044/3216533949.parquet,2044,3216533949,go
train_landmark_files/62590/3219891620.parquet,62590,3219891620,on
train_landmark_files/49445/3220991340.parquet,49445,3220991340,if
train_landmark_files/34503/3222167017.parquet,34503,3222167017,have
train_landmark_files/30680/3222755168.parquet,30680,3222755168,all
train_landmark_files/37055/3223187769.parquet,37055,3223187769,all
train_landmark_files/4718/3223658497.parquet,4718,3223658497,all
train_landmark_files/16069/3224734667.parquet,16069,3224734667,have
train_landmark_files/55372/3226788965.parquet,55372,3226788965,all
train_landmark_files/27610/3226972770.parquet,27610,3226972770,that
train_landmark_files/37779/3227389804.parquet,37779,3227389804,who
train_landmark_files/53618/3227937089.parquet,53618,3227937089,up
train_landmark_files/55372/3228430862.parquet,55372,3228430862,for
train_landmark_files/55372/3231312684.parquet,55372,3231312684,who
train_landmark_files/55372/3231739506.parquet,55372,3231739506,all
train_landmark_files/36257/3231772989.parquet,36257,3231772989,if
train_landmark_files/25571/3233932354.parquet,25571,3233932354,will
train_landmark_files/30680/3234431942.parquet,30680,3234431942,on
train_landmark_files/62590/3236152547.parquet,62590,3236152547,there
train_landmark_files/27610/3237161803.parquet,27610,3237161803,there
train_landmark_files/34503/3237457352.parquet,34503,3237457352,not
train_landmark_files/26734/323769730.parquet,26734,323769730,not
train_landmark_files/27610/3238094609.parquet,27610,3238094609,that
train_landmark_files/62590/3238171490.parquet,62590,3238171490,who
train_landmark_files/34503/3240134002.parquet,34503,3240134002,if
train_landmark_files/30680/324060748.parquet,30680,324060748,not
train_landmark_files/55372/3240676805.parquet,55372,3240676805,up
train_landmark_files/32319/3240981529.parquet,32319,3240981529,will
train_landmark_files/55372/3244962310.parquet,55372,3244962310,say
train_landmark_files/61333/3246713643.parquet,61333,3246713643,not
train_landmark_files/29302/3246811876.parquet,29302,3246811876,all
train_landmark_files/29302/3247247782.parquet,29302,3247247782,have
train_landmark_files/4718/3247505855.parquet,4718,3247505855,have
train_landmark_files/28656/3248166625.parquet,28656,3248166625,if
train_landmark_files/25571/3248599135.parquet,25571,3248599135,all
train_landmark_files/32319/3248720758.parquet,32319,3248720758,who
train_landmark_files/62590/3250189599.parquet,62590,3250189599,for
train_landmark_files/30680/3250337272.parquet,30680,3250337272,up
train_landmark_files/49445/3251208244.parquet,49445,3251208244,have
train_landmark_files/2044/3251386082.parquet,2044,3251386082,who
train_landmark_files/29302/3252978401.parquet,29302,3252978401,on
train_landmark_files/25571/3252980187.parquet,25571,3252980187,for
train_landmark_files/37055/3253466148.parquet,37055,3253466148,if
train_landmark_files/55372/325394747.parquet,55372,325394747,that
train_landmark_files/27610/3254260471.parquet,27610,3254260471,will
train_landmark_files/62590/3254286999.parquet,62590,3254286999,for
train_landmark_files/49445/3254683227.parquet,49445,3254683227,for
train_landmark_files/2044/3255334354.parquet,2044,3255334354,will
train_landmark_files/26734/3255352495.parquet,26734,3255352495,there
train_landmark_files/28656/3256614268.parquet,28656,3256614268,all
train_landmark_files/16069/3256711261.parquet,16069,3256711261,all
train_landmark_files/29302/3257087036.parquet,29302,3257087036,have
train_landmark_files/34503/3257305243.parquet,34503,3257305243,who
train_landmark_files/29302/3259081748.parquet,29302,3259081748,have
train_landmark_files/32319/3259343469.parquet,32319,3259343469,up
train_landmark_files/55372/3260107517.parquet,55372,3260107517,who
train_landmark_files/62590/3260219680.parquet,62590,3260219680,up
train_landmark_files/55372/3260486562.parquet,55372,3260486562,will
train_landmark_files/27610/3261032428.parquet,27610,3261032428,that
train_landmark_files/27610/3263055213.parquet,27610,3263055213,there
train_landmark_files/34503/3264278260.parquet,34503,3264278260,if
train_landmark_files/26734/3264601741.parquet,26734,3264601741,up
train_landmark_files/22343/3264844311.parquet,22343,3264844311,on
train_landmark_files/16069/3265111704.parquet,16069,3265111704,if
train_landmark_files/30680/3265159124.parquet,30680,3265159124,go
train_landmark_files/32319/3265517897.parquet,32319,3265517897,all
train_landmark_files/30680/3265705083.parquet,30680,3265705083,say
train_landmark_files/22343/3266185044.parquet,22343,3266185044,go
train_landmark_files/32319/3266220381.parquet,32319,3266220381,if
train_landmark_files/26734/3266903094.parquet,26734,3266903094,if
train_landmark_files/62590/3268965588.parquet,62590,3268965588,there
train_landmark_files/62590/3269736460.parquet,62590,3269736460,there
train_landmark_files/26734/3269803003.parquet,26734,3269803003,who
train_landmark_files/61333/3270406638.parquet,61333,3270406638,go
train_landmark_files/26734/3270511783.parquet,26734,3270511783,have
train_landmark_files/34503/3270889694.parquet,34503,3270889694,on
train_landmark_files/22343/3271180766.parquet,22343,3271180766,for
train_landmark_files/28656/3271567343.parquet,28656,3271567343,there
train_landmark_files/53618/3272527672.parquet,53618,3272527672,who
train_landmark_files/55372/3274849650.parquet,55372,3274849650,say
train_landmark_files/22343/32762450.parquet,22343,32762450,up
train_landmark_files/61333/327785565.parquet,61333,327785565,have
train_landmark_files/22343/3278708559.parquet,22343,3278708559,up
train_landmark_files/61333/3278797053.parquet,61333,3278797053,have
train_landmark_files/2044/3280158007.parquet,2044,3280158007,go
train_landmark_files/16069/328025112.parquet,16069,328025112,who
train_landmark_files/25571/3280613197.parquet,25571,3280613197,there
train_landmark_files/27610/3280923155.parquet,27610,3280923155,go
train_landmark_files/55372/3280990746.parquet,55372,3280990746,not
train_landmark_files/36257/3281489982.parquet,36257,3281489982,not
train_landmark_files/26734/3281809242.parquet,26734,3281809242,there
train_landmark_files/36257/3282353680.parquet,36257,3282353680,go
train_landmark_files/27610/3282933372.parquet,27610,3282933372,on
train_landmark_files/25571/3283504304.parquet,25571,3283504304,who
train_landmark_files/36257/3283975764.parquet,36257,3283975764,all
train_landmark_files/37055/328431817.parquet,37055,328431817,for
train_landmark_files/27610/328582203.parquet,27610,328582203,not
train_landmark_files/53618/3287844494.parquet,53618,3287844494,go
train_landmark_files/49445/3288742019.parquet,49445,3288742019,if
train_landmark_files/37055/3291115420.parquet,37055,3291115420,who
train_landmark_files/61333/3291377748.parquet,61333,3291377748,on
train_landmark_files/18796/3293493118.parquet,18796,3293493118,who
train_landmark_files/4718/3295490205.parquet,4718,3295490205,on
train_landmark_files/36257/3296640079.parquet,36257,3296640079,who
train_landmark_files/28656/3297147353.parquet,28656,3297147353,up
train_landmark_files/29302/3299574376.parquet,29302,3299574376,all
train_landmark_files/49445/329972112.parquet,49445,329972112,if
train_landmark_files/61333/3299756728.parquet,61333,3299756728,there
train_landmark_files/16069/330156212.parquet,16069,330156212,not
train_landmark_files/34503/3302716742.parquet,34503,3302716742,that
train_landmark_files/26734/3302718492.parquet,26734,3302718492,all
train_landmark_files/36257/3304262944.parquet,36257,3304262944,all
train_landmark_files/28656/3305450993.parquet,28656,3305450993,who
train_landmark_files/61333/3305962040.parquet,61333,3305962040,who
train_landmark_files/34503/3306718223.parquet,34503,3306718223,for
train_landmark_files/53618/3307452144.parquet,53618,3307452144,that
train_landmark_files/32319/3309023461.parquet,32319,3309023461,go
train_landmark_files/16069/3309492051.parquet,16069,3309492051,up
train_landmark_files/62590/3309782840.parquet,62590,3309782840,have
train_landmark_files/25571/3312367214.parquet,25571,3312367214,say
train_landmark_files/32319/3312474925.parquet,32319,3312474925,that
train_landmark_files/16069/3313493830.parquet,16069,3313493830,for
train_landmark_files/61333/3313738027.parquet,61333,3313738027,for
train_landmark_files/49445/3314126246.parquet,49445,3314126246,will
train_landmark_files/61333/331483113.parquet,61333,331483113,that
train_landmark_files/2044/3315111238.parquet,2044,3315111238,that
train_landmark_files/32319/3315516449.parquet,32319,3315516449,have
train_landmark_files/26734/331556744.parquet,26734,331556744,have
train_landmark_files/36257/33171798.parquet,36257,33171798,go
train_landmark_files/22343/3317648149.parquet,22343,3317648149,say
train_landmark_files/37055/3319367044.parquet,37055,3319367044,will
train_landmark_files/28656/3319952070.parquet,28656,3319952070,say
train_landmark_files/30680/3320400336.parquet,30680,3320400336,all
train_landmark_files/27610/3320504406.parquet,27610,3320504406,up
train_landmark_files/36257/3320840495.parquet,36257,3320840495,on
train_landmark_files/55372/3321795193.parquet,55372,3321795193,who
train_landmark_files/37055/3322251417.parquet,37055,3322251417,all
train_landmark_files/53618/3322949784.parquet,53618,3322949784,if
train_landmark_files/29302/3323911056.parquet,29302,3323911056,will
train_landmark_files/28656/3324385187.parquet,28656,3324385187,will
train_landmark_files/49445/332465418.parquet,49445,332465418,who
train_landmark_files/53618/3325310039.parquet,53618,3325310039,all
train_landmark_files/37779/3326467622.parquet,37779,3326467622,for
train_landmark_files/22343/3327250446.parquet,22343,3327250446,say
train_landmark_files/53618/332741832.parquet,53618,332741832,for
train_landmark_files/53618/3328252142.parquet,53618,3328252142,say
train_landmark_files/32319/3330234323.parquet,32319,3330234323,all
train_landmark_files/27610/33307480.parquet,27610,33307480,go
train_landmark_files/27610/3330960440.parquet,27610,3330960440,if
train_landmark_files/53618/3332012691.parquet,53618,3332012691,that
train_landmark_files/27610/3333765444.parquet,27610,3333765444,there
train_landmark_files/27610/3334011732.parquet,27610,3334011732,say
train_landmark_files/34503/3334055707.parquet,34503,3334055707,will
train_landmark_files/4718/333472032.parquet,4718,333472032,there
train_landmark_files/37055/3334959721.parquet,37055,3334959721,who
train_landmark_files/53618/333543033.parquet,53618,333543033,go
train_landmark_files/32319/3336104488.parquet,32319,3336104488,up
train_landmark_files/27610/3336690206.parquet,27610,3336690206,up
train_landmark_files/32319/3336858862.parquet,32319,3336858862,not
train_landmark_files/37779/3338530644.parquet,37779,3338530644,go
train_landmark_files/32319/3339118510.parquet,32319,3339118510,there
train_landmark_files/55372/3339218047.parquet,55372,3339218047,if
train_landmark_files/55372/3339438587.parquet,55372,3339438587,for
train_landmark_files/55372/334096581.parquet,55372,334096581,have
train_landmark_files/37055/3341047958.parquet,37055,3341047958,who
train_landmark_files/32319/3341768959.parquet,32319,3341768959,go
train_landmark_files/18796/3342091337.parquet,18796,3342091337,there
train_landmark_files/61333/3342186060.parquet,61333,3342186060,if
train_landmark_files/61333/3342271132.parquet,61333,3342271132,for
train_landmark_files/61333/3342307534.parquet,61333,3342307534,that
train_landmark_files/55372/3342718890.parquet,55372,3342718890,will
train_landmark_files/29302/3343566036.parquet,29302,3343566036,have
train_landmark_files/36257/3343701266.parquet,36257,3343701266,go
train_landmark_files/34503/3343732457.parquet,34503,3343732457,who
train_landmark_files/53618/3345239813.parquet,53618,3345239813,not
train_landmark_files/22343/3345872838.parquet,22343,3345872838,who
train_landmark_files/55372/3346044712.parquet,55372,3346044712,that
train_landmark_files/36257/3346994936.parquet,36257,3346994936,say
train_landmark_files/16069/3351238085.parquet,16069,3351238085,not
train_landmark_files/16069/3351621938.parquet,16069,3351621938,for
train_landmark_files/37779/3352007515.parquet,37779,3352007515,there
train_landmark_files/16069/3352322548.parquet,16069,3352322548,go
train_landmark_files/55372/3353200023.parquet,55372,3353200023,all
train_landmark_files/36257/3354383929.parquet,36257,3354383929,say
train_landmark_files/34503/3354492204.parquet,34503,3354492204,that
train_landmark_files/2044/3354939975.parquet,2044,3354939975,if
train_landmark_files/36257/3355215622.parquet,36257,3355215622,there
train_landmark_files/25571/3356356902.parquet,25571,3356356902,there
train_landmark_files/26734/335731566.parquet,26734,335731566,all
train_landmark_files/55372/335769938.parquet,55372,335769938,on
train_landmark_files/29302/3357842125.parquet,29302,3357842125,who
train_landmark_files/32319/3358527540.parquet,32319,3358527540,who
train_landmark_files/62590/3358945133.parquet,62590,3358945133,all
train_landmark_files/2044/3360230111.parquet,2044,3360230111,that
train_landmark_files/2044/3360762759.parquet,2044,3360762759,go
train_landmark_files/49445/3361713320.parquet,49445,3361713320,say
train_landmark_files/27610/3362919292.parquet,27610,3362919292,up
train_landmark_files/28656/336413772.parquet,28656,336413772,for
train_landmark_files/2044/3364821444.parquet,2044,3364821444,have
train_landmark_files/22343/3365237006.parquet,22343,3365237006,go
train_landmark_files/28656/3366371828.parquet,28656,3366371828,have
train_landmark_files/55372/336656660.parquet,55372,336656660,on
train_landmark_files/27610/3367763344.parquet,27610,3367763344,who
train_landmark_files/53618/3369511273.parquet,53618,3369511273,on
train_landmark_files/37055/3369586263.parquet,37055,3369586263,say
train_landmark_files/28656/3371161371.parquet,28656,3371161371,up
train_landmark_files/2044/3372988157.parquet,2044,3372988157,who
train_landmark_files/62590/3373554382.parquet,62590,3373554382,up
train_landmark_files/22343/3373637238.parquet,22343,3373637238,on
train_landmark_files/30680/3373817327.parquet,30680,3373817327,have
train_landmark_files/25571/337636364.parquet,25571,337636364,for
train_landmark_files/37055/3376515679.parquet,37055,3376515679,that
train_landmark_files/25571/3376880881.parquet,25571,3376880881,that
train_landmark_files/26734/3377102332.parquet,26734,3377102332,who
